"","version","compare_name"
"1897","Region List","Lampanyctus idostigma"
"1898","Region List","Lampanyctus jordani"
"1899","Region List","Lampanyctus niger"
"1900","Region List","Lampanyctus nobilis"
"1901","Region List","Lampanyctus parvicauda"
"1902","Region List","Lampanyctus pusillus"
"1903","Region List","Lampanyctus regalis"
"1904","Region List","Lampanyctus ritteri"
"1905","Region List","Lampanyctus simulator"
"1906","Region List","Lampanyctus steinbecki"
"1907","Region List","Lampanyctus tenuiformis"
"1908","Region List","Lampetra ayresii"
"1909","Region List","Lampris guttatus"
"1910","Region List","Lamprogrammus niger"
"1911","Region List","Larimus effulgens"
"1912","Region List","Larimus pacificus"
"1919","Region List","Leiocottus hirundo"
"1921","Region List","Leiuranus semicinctus"
"1931","Region List","Lepidophanes guentheri"
"1935","Region List","Lepidopus caudatus"
"1936","Region List","Lepidopus fitchi"
"1948","Region List","Lepomis gibbosus"
"1949","Region List","Lepophidium negropinna"
"1950","Region List","Lepophidium stigmatistium"
"1951","Region List","Leptacanthichthys gracilispinis"
"1953","Region List","Leptenchelys vermiformis"
"1954","Region List","Leptobrotula breviventralis"
"1961","Region List","Leptostomias analis"
"1962","Region List","Leptostomias gladiator"
"1963","Region List","Leptostomias gracilis"
"1965","Region List","Lestidiops mirabilis"
"1966","Region List","Lestidiops neles"
"1967","Region List","Lestidiops pacificus"
"1968","Region List","Lestidiops ringens"
"1969","Region List","Lestidium atlanticum"
"1970","Region List","Lestidium bigelowi"
"1971","Region List","Lestidium nudum"
"1972","Region List","Lestidium prolixum"
"1974","Region List","Lethenteron camtschaticum"
"1975","Region List","Lethops connectens"
"1976","Region List","Lethotremus muticus"
"1985","Region List","Leuresthes sardina"
"1986","Region List","Leuresthes tenuis"
"1987","Region List","Leuroglossus callorhini"
"1989","Region List","Leuroglossus stilbius"
"1991","Region List","Lile stolifera"
"1994","Region List","Limanda proboscidea"
"1996","Region List","Limia vittata"
"1997","Region List","Limnichthys nitidus"
"2001","Region List","Linophryne arborifera"
"2002","Region List","Linophryne indica"
"2003","Region List","Linophryne racemifera"
"2005","Region List","Liopropoma fasciatum"
"2006","Region List","Liopsetta glacialis"
"2008","Region List","Liparis adiastolus"
"2009","Region List","Liparis bristolensis"
"2010","Region List","Liparis callyodon"
"2012","Region List","Liparis dennyi"
"2013","Region List","Liparis fabricii"
"2014","Region List","Liparis florae"
"2016","Region List","Liparis gibbus"
"2017","Region List","Liparis liparis"
"2018","Region List","Liparis micraspidophorus"
"2020","Region List","Liparis ochotensis"
"2021","Region List","Liparis pulchellus"
"2022","Region List","Liparis rutteri"
"2023","Region List","Liparis tunicatus"
"2026","Region List","Lipophrys pholis"
"2027","Region List","Lobianchia gemellarii"
"2028","Region List","Lobotes pacifica"
"2029","Region List","Lobotes surinamensis"
"2030","Region List","Lophiodes bruchius"
"2031","Region List","Lophiodes caulinaris"
"2032","Region List","Lophiodes miacanthus"
"2033","Region List","Lophiodes spilurus"
"2035","Region List","Lophodolos indicus"
"2036","Region List","Lopholiparis flerxi"
"2037","Region List","Lophotus capellei"
"2038","Region List","Lophotus lacepede"
"2040","Region List","Loweina rara"
"2041","Region List","Loweina terminata"
"2042","Region List","Lucania parva"
"2044","Region List","Lumpenopsis clitella"
"2045","Region List","Lumpenopsis hypochroma"
"2049","Region List","Lutjanus aratus"
"2050","Region List","Lutjanus argentimaculatus"
"2051","Region List","Lutjanus argentiventris"
"2052","Region List","Lutjanus colorado"
"2053","Region List","Lutjanus fulviflamma"
"2054","Region List","Lutjanus fulvus"
"2055","Region List","Lutjanus guttatus"
"2056","Region List","Lutjanus inermis"
"2057","Region List","Lutjanus kasmira"
"2058","Region List","Lutjanus lutjanus"
"2059","Region List","Lutjanus novemfasciatus"
"2060","Region List","Lutjanus peru"
"2062","Region List","Lutjanus viridis"
"2063","Region List","Luvarus imperialis"
"2064","Region List","Luzonichthys earlei"
"2067","Region List","Lycenchelys callista"
"2068","Region List","Lycenchelys camchatica"
"2069","Region List","Lycenchelys crotalinus"
"2070","Region List","Lycenchelys folletti"
"2072","Region List","Lycenchelys jordani"
"2075","Region List","Lycenchelys micropora"
"2076","Region List","Lycenchelys monstrosa"
"2079","Region List","Lycenchelys pearcyi"
"2081","Region List","Lycenchelys ratmanovi"
"2087","Region List","Lycodapus dermatinus"
"2088","Region List","Lycodapus endemoscotus"
"2089","Region List","Lycodapus fierasfer"
"2090","Region List","Lycodapus leptus"
"2093","Region List","Lycodapus pachysoma"
"2095","Region List","Lycodapus poecilus"
"2096","Region List","Lycodapus psarostomatus"
"2098","Region List","Lycodes akuugun"
"2101","Region List","Lycodes brunneofasciatus"
"2103","Region List","Lycodes concolor"
"2105","Region List","Lycodes diapterus"
"2115","Region List","Lycodes mucosus"
"2137","Region List","Lycodes turneri"
"2144","Region List","Lyconema barbatum"
"2151","Region List","Lythrypnus dalli"
"2152","Region List","Lythrypnus insularis"
"2153","Region List","Lythrypnus pulchellus"
"2154","Region List","Lythrypnus rhizophora"
"2155","Region List","Lythrypnus zebra"
"2159","Region List","Macroparalepis johnfitchi"
"2160","Region List","Macropharyngodon geoffroy"
"2162","Region List","Macroramphosus gracilis"
"2163","Region List","Macroramphosus scolopax"
"2164","Region List","Macrorhamphosodes platycheilus"
"2165","Region List","Magnisudis atlantica"
"2168","Region List","Malacanthus brevirostris"
"2170","Region List","Malacocephalus hawaiiensis"
"2171","Region List","Malacocephalus laevis"
"2172","Region List","Malacocottus aleuticus"
"2176","Region List","Malacoctenus ebisui"
"2177","Region List","Malacoctenus gigas"
"2178","Region List","Malacoctenus hubbsi"
"2179","Region List","Malacoctenus margaritae"
"2180","Region List","Malacoctenus mexicanus"
"2181","Region List","Malacoctenus polyporosus"
"2182","Region List","Malacoctenus tetranemus"
"2183","Region List","Malacoctenus zacae"
"2184","Region List","Malacoctenus zonifer"
"2185","Region List","Malacosarcus macrostoma"
"2186","Region List","Malacosteus niger"
"2192","Region List","Malthopsis mitrigera"
"2194","Region List","Margrethia obtusirostra"
"2205","Region List","Mataeocephalus acipenserinus"
"2206","Region List","Maulisia argipalla"
"2207","Region List","Maulisia mauli"
"2208","Region List","Maurolicus muelleri"
"2209","Region List","Maurolicus weitzmani"
"2210","Region List","Mayaheros beani"
"2211","Region List","Medialuna californiensis"
"2212","Region List","Megachasma pelagios"
"2216","Region List","Melamphaes acanthomus"
"2217","Region List","Melamphaes danae"
"2218","Region List","Melamphaes eulepis"
"2219","Region List","Melamphaes indicus"
"2220","Region List","Melamphaes janae"
"2221","Region List","Melamphaes laeviceps"
"2222","Region List","Melamphaes longivelis"
"2223","Region List","Melamphaes lugubris"
"2224","Region List","Melamphaes macrocephalus"
"2225","Region List","Melamphaes parvus"
"2226","Region List","Melamphaes polylepis"
"2227","Region List","Melamphaes simus"
"2228","Region List","Melamphaes spinifer"
"2229","Region List","Melamphaes suborbitalis"
"2230","Region List","Melanocetus johnsonii"
"2231","Region List","Melanocetus murrayi"
"2234","Region List","Melanonus zugmayeri"
"2236","Region List","Melanostigma pammelas"
"2237","Region List","Melanostomias biseriatus"
"2238","Region List","Melanostomias macrophotus"
"2239","Region List","Melanostomias margaritifer"
"2240","Region List","Melanostomias melanops"
"2241","Region List","Melanostomias nigroaxialis"
"2242","Region List","Melanostomias tentaculatus"
"2243","Region List","Melanostomias valdiviae"
"2244","Region List","Melichthys niger"
"2245","Region List","Melichthys vidua"
"2247","Region List","Menidia beryllina"
"2248","Region List","Menticirrhus elongatus"
"2249","Region List","Menticirrhus nasus"
"2250","Region List","Menticirrhus panamensis"
"2251","Region List","Menticirrhus undulatus"
"2252","Region List","Mentodus eubranchus"
"2253","Region List","Mentodus facilis"
"2256","Region List","Merluccius angustimanus"
"2261","Region List","Merluccius hernandezi"
"2267","Region List","Mesovagus berryi"
"2268","Region List","Metavelifer multiradiatus"
"2270","Region List","Microcanthus strigatus"
"2274","Region List","Microgobius brevispinis"
"2275","Region List","Microgobius cyclolepis"
"2276","Region List","Microgobius erectus"
"2277","Region List","Microlepidotus brevipinnis"
"2278","Region List","Microlepidotus inornatus"
"2279","Region List","Microlophichthys microlophus"
"2281","Region List","Micrometrus aurora"
"2283","Region List","Micropogonias altipinnis"
"2284","Region List","Micropogonias ectenes"
"2292","Region List","Microspathodon bairdii"
"2293","Region List","Microspathodon dorsalis"
"2295","Region List","Microstoma microstoma"
"2304","Region List","Minyichthys brachyrhinus"
"2305","Region List","Mirorictus taningi"
"2306","Region List","Mobula alfredi"
"2307","Region List","Mobula birostris"
"2308","Region List","Mobula mobular"
"2309","Region List","Mobula munkiana"
"2310","Region List","Mobula thurstoni"
"2311","Region List","Mola mola"
"2315","Region List","Monodactylus argenteus"
"2316","Region List","Monognathus ahlstromi"
"2317","Region List","Monognathus rajui"
"2318","Region List","Monognathus rosenblatti"
"2319","Region List","Monolene dubiosa"
"2320","Region List","Monopenchelys acuta"
"2322","Region List","Moringua edwardsi"
"2323","Region List","Moringua macrochir"
"2324","Region List","Morone saxatilis"
"2326","Region List","Mugil cephalus"
"2328","Region List","Mugil setosus"
"2330","Region List","Mugilogobius cavifrons"
"2332","Region List","Mulloidichthys dentatus"
"2333","Region List","Mulloidichthys flavolineatus"
"2334","Region List","Mulloidichthys mimicus"
"2335","Region List","Mulloidichthys pfluegeri"
"2336","Region List","Mulloidichthys vanicolensis"
"2338","Region List","Muraena argus"
"2339","Region List","Muraena lentiginosa"
"2340","Region List","Muraenesox cinereus"
"2341","Region List","Mustelus californicus"
"2342","Region List","Mustelus henlei"
"2343","Region List","Mustelus lunulatus"
"2344","Region List","Mycteroperca jordani"
"2345","Region List","Mycteroperca prionura"
"2346","Region List","Mycteroperca rosacea"
"2347","Region List","Mycteroperca xenarcha"
"2348","Region List","Myctophum affine"
"2349","Region List","Myctophum asperum"
"2350","Region List","Myctophum aurolaternatum"
"2351","Region List","Myctophum brachygnathum"
"2352","Region List","Myctophum lychnobium"
"2353","Region List","Myctophum nitidulum"
"2354","Region List","Myctophum obtusirostre"
"2355","Region List","Myctophum selenops"
"2356","Region List","Myliobatis aquila"
"2357","Region List","Myliobatis californica"
"2358","Region List","Myliobatis longirostris"
"2365","Region List","Myoxocephalus niger"
"2369","Region List","Myoxocephalus scorpioides"
"2372","Region List","Myoxocephalus verrucosus"
"2373","Region List","Myrichthys aspetocheiros"
"2374","Region List","Myrichthys colubrinus"
"2375","Region List","Myrichthys maculosus"
"2376","Region List","Myrichthys magnificus"
"2377","Region List","Myrichthys pantostigmius"
"2378","Region List","Myrichthys tigrinus"
"2379","Region List","Myripristis amaena"
"2380","Region List","Myripristis berndti"
"2381","Region List","Myripristis chryseres"
"2382","Region List","Myripristis clarionensis"
"2383","Region List","Myripristis kuntee"
"2384","Region List","Myripristis leiognathus"
"2385","Region List","Myripristis violacea"
"2386","Region List","Myrophis vafer"
"2387","Region List","Myxine circifrons"
"2388","Region List","Myxine hubbsi"
"2389","Region List","Myxodagnus macrognathus"
"2390","Region List","Myxodagnus opercularis"
"2394","Region List","Nalbantichthys elongatus"
"2396","Region List","Nannobrachium achirus"
"2397","Region List","Nannobrachium atrum"
"2398","Region List","Nannobrachium idostigma"
"2399","Region List","Nannobrachium lineatum"
"2400","Region List","Nannobrachium regale"
"2401","Region List","Nansenia ahlstromi"
"2404","Region List","Nansenia crassa"
"2406","Region List","Nansenia longicauda"
"2408","Region List","Nansenia pelagica"
"2412","Region List","Narcine brasiliensis"
"2413","Region List","Narcine entemedor"
"2414","Region List","Narcine vermiculata"
"2415","Region List","Naso annulatus"
"2416","Region List","Naso brevirostris"
"2417","Region List","Naso caesius"
"2418","Region List","Naso hexacanthus"
"2419","Region List","Naso lituratus"
"2420","Region List","Naso lopezi"
"2421","Region List","Naso maculatus"
"2422","Region List","Naso unicornis"
"2423","Region List","Nasolamia velox"
"2424","Region List","Naucrates ductor"
"2427","Region List","Nautichthys robustus"
"2434","Region List","Nemateleotris magnifica"
"2435","Region List","Nematistius pectoralis"
"2436","Region List","Nemichthys larseni"
"2437","Region List","Nemichthys scolopaceus"
"2439","Region List","Neobythites pallidus"
"2440","Region List","Neoclinus blanchardi"
"2442","Region List","Neoclinus stephensae"
"2443","Region List","Neoclinus uninotatus"
"2451","Region List","Neomerinthe rufescens"
"2452","Region List","Neomyxus leuciscus"
"2453","Region List","Neonesthes capensis"
"2454","Region List","Neoniphon aurolineatus"
"2455","Region List","Neoniphon sammara"
"2457","Region List","Neoscopelus macrolepidotus"
"2459","Region List","Neosynchiropus ocellatus"
"2462","Region List","Nessorhamphus danae"
"2463","Region List","Nettastoma parviceps"
"2464","Region List","Nettenchelys gephyra"
"2466","Region List","Nezumia bairdii"
"2467","Region List","Nezumia burragei"
"2468","Region List","Nezumia convergens"
"2469","Region List","Nezumia kensmithi"
"2470","Region List","Nezumia liolepis"
"2471","Region List","Nezumia propinqua"
"2472","Region List","Nezumia stelgidolepis"
"2473","Region List","Nicholsina denticulata"
"2479","Region List","Notacanthus chemnitzii"
"2481","Region List","Notolychnus valdiviae"
"2482","Region List","Notorynchus cepedianus"
"2483","Region List","Notoscopelus caudispinosus"
"2484","Region List","Notoscopelus japonicus"
"2485","Region List","Notoscopelus resplendens"
"2496","Region List","Novaculichthys taeniourus"
"2501","Region List","Occidentarius platypogon"
"2508","Region List","Odontanthias elizabethae"
"2509","Region List","Odontaspis ferox"
"2511","Region List","Odontoscion dentex"
"2512","Region List","Odontoscion xanthops"
"2513","Region List","Odontostomops normalops"
"2514","Region List","Ogilbia boydwalkeri"
"2515","Region List","Ogilbia davidsmithi"
"2516","Region List","Ogilbia nigromarginata"
"2517","Region List","Ogilbia nudiceps"
"2518","Region List","Ogilbia robertsoni"
"2519","Region List","Ogilbia ventralis"
"2520","Region List","Okamejei boesemani"
"2522","Region List","Oligocottus rimensis"
"2523","Region List","Oligocottus rubellio"
"2526","Region List","Oligoplites altus"
"2527","Region List","Oligoplites refulgens"
"2528","Region List","Oligoplites saurus"
"2532","Region List","Omosudis lowii"
"2535","Region List","Oncorhynchus clarkii clarkii"
"2554","Region List","Oneirodes acanthias"
"2555","Region List","Oneirodes basili"
"2556","Region List","Oneirodes bulbosus"
"2557","Region List","Oneirodes eschrichtii"
"2558","Region List","Oneirodes thompsoni"
"2559","Region List","Opaeophacus acrogeneius"
"2560","Region List","Ophichthus apachus"
"2561","Region List","Ophichthus kunaloa"
"2562","Region List","Ophichthus triserialis"
"2563","Region List","Ophichthus zophochir"
"2565","Region List","Ophidion galeoides"
"2566","Region List","Ophidion iris"
"2567","Region List","Ophidion muraenolepis"
"2568","Region List","Ophidion scrippsae"
"2569","Region List","Ophioblennius atlanticus"
"2570","Region List","Ophioblennius macclurei"
"2571","Region List","Ophioblennius steindachneri"
"2574","Region List","Ophioscion scierus"
"2579","Region List","Opisthonema libertate"
"2580","Region List","Opisthonema medirastre"
"2581","Region List","Opisthoproctus soleatus"
"2582","Region List","Opisthopterus dovii"
"2586","Region List","Opistognathus fossoris"
"2590","Region List","Opistognathus punctatus"
"2591","Region List","Opistognathus rhomaleus"
"2592","Region List","Opistognathus rosenblatti"
"2594","Region List","Opistognathus walkeri"
"2595","Region List","Oplegnathus fasciatus"
"2596","Region List","Oplegnathus punctatus"
"2602","Region List","Opua nephodes"
"2603","Region List","Oreochromis aureus"
"2604","Region List","Oreochromis mossambicus"
"2606","Region List","Orthodon microlepidotus"
"2607","Region List","Orthonopias triacis"
"2608","Region List","Orthopristis cantharinus"
"2609","Region List","Orthopristis chalceus"
"2610","Region List","Orthopristis reddingi"
"2611","Region List","Oryzias curvinotus"
"2616","Region List","Osteodiscus cascadiae"
"2618","Region List","Osteomugil engeli"
"2619","Region List","Osteomugil formosae"
"2620","Region List","Ostichthys archiepiscopus"
"2621","Region List","Ostorhinchus doederleini"
"2622","Region List","Ostorhinchus maculiferus"
"2623","Region List","Ostracion meleagris"
"2624","Region List","Ostracion whitleyi"
"2628","Region List","Oxycheilinus bimaculatus"
"2629","Region List","Oxycheilinus unifasciatus"
"2630","Region List","Oxycirrhites typus"
"2631","Region List","Oxyjulis californica"
"2633","Region List","Oxyporhamphus micropterus"
"2634","Region List","Oxyporhamphus micropterus micropterus"
"2637","Region List","Oxyurichthys heisei"
"2639","Region List","Oxyurichthys tentacularis"
"2640","Region List","Pachycara bulbiceps"
"2641","Region List","Pachycara gymninium"
"2642","Region List","Pachycara karenae"
"2643","Region List","Pachycara lepinium"
"2644","Region List","Pachycara suspectum"
"2646","Region List","Pachystomias microdon"
"2648","Region List","Pallasina aix"
"2655","Region List","Parablennius marmoreus"
"2656","Region List","Parablennius thysanius"
"2657","Region List","Parabothus chlorospilus"
"2658","Region List","Parabothus coarctatus"
"2660","Region List","Paracaristius maderensis"
"2661","Region List","Paracaristius nudarcus"
"2663","Region List","Paracirrhites arcatus"
"2664","Region List","Paracirrhites forsteri"
"2665","Region List","Paraclinus altivelis"
"2666","Region List","Paraclinus beebei"
"2667","Region List","Paraclinus integripinnis"
"2668","Region List","Paraclinus magdalenae"
"2669","Region List","Paraclinus sini"
"2670","Region List","Paraclinus stephensi"
"2671","Region List","Paraclinus tanygnathus"
"2672","Region List","Paraclinus walkeri"
"2673","Region List","Paraconger californiensis"
"2676","Region List","Paradiplospinus gracilis"
"2679","Region List","Paralabrax auroguttatus"
"2680","Region List","Paralabrax clathratus"
"2681","Region List","Paralabrax maculatofasciatus"
"2682","Region List","Paralabrax nebulifer"
"2683","Region List","Paraletharchus pacificus"
"2685","Region List","Paralichthys aestuarius"
"2692","Region List","Paralichthys woolmani"
"2693","Region List","Paraliparis adustus"
"2694","Region List","Paraliparis albeolus"
"2695","Region List","Paraliparis albescens"
"2697","Region List","Paraliparis bullacephalus"
"2698","Region List","Paraliparis calidus"
"2701","Region List","Paraliparis dactylosus"
"2702","Region List","Paraliparis deani"
"2704","Region List","Paraliparis grandis"
"2705","Region List","Paraliparis hawaiiensis"
"2706","Region List","Paraliparis holomelas"
"2707","Region List","Paraliparis latifrons"
"2708","Region List","Paraliparis megalopus"
"2709","Region List","Paraliparis melanobranchus"
"2710","Region List","Paraliparis mento"
"2712","Region List","Paraliparis nassarum"
"2713","Region List","Paraliparis operculosus"
"2714","Region List","Paraliparis paucidens"
"2715","Region List","Paraliparis pectoralis"
"2716","Region List","Paraliparis penicillus"
"2719","Region List","Paraliparis ulochir"
"2721","Region List","Paramonacanthus choirocephalus"
"2722","Region List","Paramonacanthus sulcatus"
"2724","Region List","Paranthias colonus"
"2725","Region List","Paranthias furcifer"
"2726","Region List","Parapercis nebulosa"
"2727","Region List","Parapercis roseoviridis"
"2728","Region List","Parapercis schauinslandii"
"2729","Region List","Paraplagusia bilineata"
"2730","Region List","Paraplagusia japonica"
"2731","Region List","Parapocryptes serperaster"
"2733","Region List","Parascombrops argyreus"
"2736","Region List","Parasudis truculenta"
"2737","Region List","Parataeniophorus bertelseni"
"2738","Region List","Parataeniophorus gulosus"
"2739","Region List","Pareques fuscovittatus"
"2741","Region List","Pareques viola"
"2742","Region List","Parexocoetus brachypterus"
"2743","Region List","Paricelinus hopliticus"
"2744","Region List","Parmaturus xaniurus"
"2746","Region List","Parrella maxillaris"
"2747","Region List","Parupeneus chrysonemus"
"2748","Region List","Parupeneus cyclostomus"
"2749","Region List","Parupeneus forsskali"
"2750","Region List","Parupeneus heptacanthus"
"2751","Region List","Parupeneus insularis"
"2752","Region List","Parupeneus multifasciatus"
"2753","Region List","Parupeneus pleurostigma"
"2754","Region List","Parupeneus porphyreus"
"2755","Region List","Parupeneus trifasciatus"
"2756","Region List","Parvilux boschmai"
"2757","Region List","Parvilux ingens"
"2758","Region List","Pegasus volitans"
"2764","Region List","Pempheris schwenkii"
"2765","Region List","Pennahia argentata"
"2766","Region List","Pentaceros richardsoni"
"2767","Region List","Pentaceros wheeleri"
"2768","Region List","Peprilus medius"
"2769","Region List","Peprilus simillimus"
"2770","Region List","Perca flavescens"
"2784","Region List","Perissias taeniopterus"
"2786","Region List","Pervagor aspricaudus"
"2787","Region List","Pervagor melanocephalus"
"2788","Region List","Pervagor spilosoma"
"2791","Region List","Petrotyx hopkinsi"
"2792","Region List","Phaenomonas pinnata"
"2793","Region List","Phallocottus obtusus"
"2794","Region List","Phanerodon atripes"
"2798","Region List","Pherallodiscus funebris"
"2809","Region List","Pholis schultzi"
"2810","Region List","Photonectes achirus"
"2811","Region List","Photonectes albipennis"
"2812","Region List","Photonectes barnetti"
"2813","Region List","Photonectes braueri"
"2814","Region List","Photonectes caerulescens"
"2815","Region List","Photonectes coffea"
"2816","Region List","Photonectes leucospilus"
"2817","Region List","Photonectes margarita"
"2818","Region List","Photonectes parvimanus"
"2819","Region List","Photostomias atrox"
"2820","Region List","Photostomias guernei"
"2821","Region List","Photostomias liemi"
"2822","Region List","Photostomias lucingens"
"2823","Region List","Photostylus pycnopterus"
"2836","Region List","Phthanophaneron harveyi"
"2837","Region List","Phtheirichthys lineatus"
"2838","Region List","Phyllophichthus xenodontus"
"2839","Region List","Physiculus grinnelli"
"2840","Region List","Physiculus nematopus"
"2841","Region List","Physiculus rastrelliger"
"2842","Region List","Physiculus sterops"
"2850","Region List","Plagiogrammus hopkinsii"
"2853","Region List","Plagiotremus azaleus"
"2854","Region List","Plagiotremus ewaensis"
"2855","Region List","Plagiotremus goslinei"
"2856","Region List","Platax teira"
"2860","Region List","Platybelone argalus"
"2861","Region List","Platybelone argalus argalus"
"2862","Region List","Platybelone platyura"
"2863","Region List","Platybelone pterura"
"2864","Region List","Platyberyx andriashevi"
"2865","Region List","Platyberyx opalescens"
"2866","Region List","Platyberyx paucus"
"2868","Region List","Platyrhinoidis triseriata"
"2873","Region List","Plectranthias helenae"
"2874","Region List","Plectranthias kelloggi"
"2875","Region List","Plectranthias nanus"
"2877","Region List","Plectrogenium nanum"
"2879","Region List","Plectroglyphidodon fasciolatus"
"2881","Region List","Plectroglyphidodon johnstonianus"
"2883","Region List","Plectroglyphidodon phoenixensis"
"2884","Region List","Plectroglyphidodon sindonis"
"2885","Region List","Plectrypops lima"
"2886","Region List","Plesiobatis daviesi"
"2895","Region List","Pleuronichthys ocellatus"
"2898","Region List","Pliosteostoma lutipinnis"
"2904","Region List","Poecilia latipinna"
"2905","Region List","Poecilia mexicana"
"2906","Region List","Poecilia reticulata"
"2909","Region List","Poecilopsetta hawaiiensis"
"2910","Region List","Poecilopsetta plinthus"
"2914","Region List","Polyacanthonotus challengeri"
"2915","Region List","Polydactylus approximans"
"2917","Region List","Polydactylus opercularis"
"2919","Region List","Polydactylus sexfilis"
"2920","Region List","Polyipnus nuttingi"
"2921","Region List","Polylepion cruentum"
"2922","Region List","Polymixia berndti"
"2926","Region List","Polypera greeni"
"2927","Region List","Pomacanthus zonipectus"
"2928","Region List","Pomadasys branickii"
"2929","Region List","Pomadasys panamensis"
"2932","Region List","Pontinus furcirhinus"
"2935","Region List","Pontinus rhodochrous"
"2936","Region List","Pontinus vaughani"
"2937","Region List","Porichthys analis"
"2938","Region List","Porichthys ephippiatus"
"2939","Region List","Porichthys myriaster"
"2940","Region List","Porichthys notatus"
"2945","Region List","Porocottus mednius"
"2948","Region List","Poromitra crassiceps"
"2949","Region List","Poromitra cristiceps"
"2950","Region List","Poromitra curilensis"
"2951","Region List","Poromitra megalops"
"2952","Region List","Poromitra oscitans"
"2953","Region List","Poromitra rugosa"
"2958","Region List","Premnas biaculeatus"
"2959","Region List","Priacanthus alalaua"
"2960","Region List","Priacanthus meeki"
"2961","Region List","Priolepis aureoviridis"
"2962","Region List","Priolepis eugenius"
"2963","Region List","Priolepis farcimen"
"2964","Region List","Priolepis limbatosquamis"
"2965","Region List","Prionace glauca"
"2966","Region List","Prionotus albirostris"
"2967","Region List","Prionotus horrens"
"2968","Region List","Prionotus ruscarius"
"2969","Region List","Prionotus stephanophrys"
"2970","Region List","Prionurus laticlavius"
"2971","Region List","Prionurus punctatus"
"2973","Region List","Pristiapogon exostigma"
"2974","Region List","Pristiapogon fraenatus"
"2975","Region List","Pristiapogon kallopterus"
"2976","Region List","Pristiapogon taeniopterus"
"2977","Region List","Pristigenys serrula"
"2978","Region List","Pristilepis oligolepis"
"2979","Region List","Pristipomoides filamentosus"
"2981","Region List","Pristipomoides sieboldii"
"2983","Region List","Pristipomoides zonatus"
"2984","Region List","Pristis microdon"
"2994","Region List","Prognathodes aculeatus"
"2995","Region List","Prognathodes basabei"
"2996","Region List","Prognathodes falcifer"
"2997","Region List","Prognatholiparis ptychomandibularis"
"2998","Region List","Prognichthys sealei"
"2999","Region List","Prognichthys tringa"
"3001","Region List","Pronotogrammus eos"
"3002","Region List","Pronotogrammus multifasciatus"
"3005","Region List","Protemblemaria bicirrus"
"3006","Region List","Protomyctophum arcticum"
"3007","Region List","Protomyctophum beckeri"
"3008","Region List","Protomyctophum crockeri"
"3009","Region List","Protomyctophum normani"
"3010","Region List","Protomyctophum thompsoni"
"3014","Region List","Psenes arafurensis"
"3015","Region List","Psenes cyanophrys"
"3017","Region List","Psenes sio"
"3018","Region List","Psenopsis anomala"
"3021","Region List","Pseudamiops gracilicauda"
"3023","Region List","Pseudanthias bicolor"
"3024","Region List","Pseudanthias hawaiiensis"
"3026","Region List","Pseudanthias thompsoni"
"3030","Region List","Pseudechidna brummeri"
"3041","Region List","Pseudobatos buthi"
"3042","Region List","Pseudobatos glaucostigma"
"3043","Region List","Pseudobatos leucorhynchus"
"3044","Region List","Pseudobatos productus"
"3051","Region List","Pseudocaranx dentex"
"3052","Region List","Pseudocarcharias kamoharai"
"3053","Region List","Pseudocetonurus septifer"
"3054","Region List","Pseudocheilinus evanidus"
"3055","Region List","Pseudocheilinus octotaenia"
"3056","Region List","Pseudocheilinus tetrataenia"
"3063","Region List","Pseudogramma polyacantha"
"3066","Region List","Pseudogramma thaumasia"
"3067","Region List","Pseudojuloides cerasinus"
"3068","Region List","Pseudomugil cyanodorsalis"
"3075","Region List","Pseudorasbora parva"
"3080","Region List","Pseudoscopelus lavenbergi"
"3081","Region List","Pseudoscopelus odontoglossus"
"3082","Region List","Pseudoscopelus parini"
"3083","Region List","Pseudoscopelus sagamianus"
"3084","Region List","Pseudoscopelus scriptus"
"3085","Region List","Pseudoscopelus scutatus"
"3086","Region List","Pseudotolithus epipercus"
"3087","Region List","Pseudupeneus grandisquamis"
"3088","Region List","Psilogobius prolatus"
"3094","Region List","Pteraclis aesticola"
"3095","Region List","Ptereleotris heteroptera"
"3102","Region List","Pterois sphex"
"3106","Region List","Pteroplatytrygon violacea"
"3107","Region List","Pteropsaron incisum"
"3123","Region List","Puzanovia rubra"
"3124","Region List","Pycnochromis acares"
"3125","Region List","Pycnochromis dimidiatus"
"3126","Region List","Pycnochromis hanui"
"3127","Region List","Pycnocraspedum armatum"
"3129","Region List","Pyramodon ventralis"
"3130","Region List","Quassiremus nothochir"
"3131","Region List","Quietula guaymasiae"
"3132","Region List","Quietula y-cauda"
"3134","Region List","Radiicephalus elongatus"
"3138","Region List","Radulinus boleoides"
"3139","Region List","Radulinus vinculus"
"3140","Region List","Raja clavata"
"3141","Region List","Raja equatorialis"
"3142","Region List","Raja miraletus"
"3145","Region List","Ranzania laevis"
"3147","Region List","Rathbunella alleni"
"3148","Region List","Rathbunella hypoplecta"
"3149","Region List","Regalecus glesne"
"3150","Region List","Regalecus russellii"
"3154","Region List","Remora australis"
"3156","Region List","Remora osteochir"
"3161","Region List","Rexea solandri"
"3162","Region List","Rhabdosargus sarba"
"3163","Region List","Rhacochilus toxotes"
"3164","Region List","Rhadinesthes decimus"
"3165","Region List","Rhamphocetichthys savagei"
"3167","Region List","Rhencus macracanthus"
"3168","Region List","Rhincodon typus"
"3169","Region List","Rhinecanthus aculeatus"
"3178","Region List","Rhinobatos rhinobatos"
"3182","Region List","Rhinogobiops nicholsii"
