subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num,class_count,extra_organism
MW672409,157276,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,unknown genus,Rhodobacteraceae,1,272,n
JN625667,888082,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassobacter,Thalassobacter,1,272,n
FJ002176,265565,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis palmeriana,1,151,n
AJ536465,218683,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis nipponica,1,151,n
NC_038000,1630683,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus subtilis,1,151,n
OM827248,1923973,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus,1,151,n
FJ002163,265556,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus actinochilus,1,151,n
MG755795,2115823,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora,1,37,n
NC_024080,33640,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,2,37,n
LN735367,91991,Eukaryota,unknown phylum,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,Bolidomonas mediterranea,1,8,n
KC509520,33640,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis,3,37,n
FJ159134,561181,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Papiliocellulus,Papiliocellulus,1,54,n
AF514855,197758,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea wawrikae,1,128,n
AF514854,197757,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea salstonica,1,128,n
AF514850,197755,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea nipkowii,1,128,n
AY702144,91991,Eukaryota,unknown phylum,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,Bolidomonas mediterranea,2,8,n
AJ319828,35130,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella glacialis,1,37,n
MH356727,568900,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,Seminavis robusta,1,128,n
LC377906,654895,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia,1,128,n
NC_024079,210441,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa,1,37,n
NC_016731,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,1,37,n
ON390793,3003489,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Amicula,Amicula,1,128,n
NC_066075,355634,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula arenaria,1,128,n
KC509519,210441,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa,2,37,n
NC_012097,41880,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pycnococcus,Pycnococcus provasolii,1,393,n
LN735430,1606475,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pycnococcus,Pycnococcus,1,393,n
FN563081,41886,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pseudoscourfieldia,Pseudoscourfieldia marina,1,393,n
LC087374,254346,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Chlorella,1,61,n
AY702145,296585,Viridiplantae,Chlorophyta,unknown class,unknown order,Pycnococcaceae,Pseudoscourfieldia,Pseudoscourfieldia cf marina,1,393,n
KJ654313,1510160,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya,1,126,n
MF781045,2030444,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece svehlovae,1,126,n
AP018341,1763363,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,cyanobacterium endosymbiont,1,393,n
KJ808699,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,1,3,n
NC_002186,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,2,3,n
KJ611371,706554,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochloraceae,unknown genus,Prochlorales cyanobacterium,1,126,n
KJ654310,1510152,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema,1,126,n
JQ701194,216589,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Prochlorotrichaceae,Prochlorothrix,Prochlorothrix,1,126,n
FN563105,41882,Viridiplantae,Streptophyta,Mesostigmatophyceae,Mesostigmatales,Mesostigmataceae,Mesostigma,Mesostigma viride,3,3,n
MK955146,2583301,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Cyanobacteria,1,393,n
MN823183,2684465,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,unknown family,unknown genus,Oscillatoriales cyanobacterium,1,126,n
MN267150,2602021,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Shackletoniella,Leptolyngbya antarctica,1,126,n
MK814632,42002,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,Crouania attenuata,1,11,n
LS992493,268115,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Shackletoniella,Shackletoniella antarctica,1,126,n
MH144149,2138318,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,Kamptonema animale,1,126,n
KU958133,1977285,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,Kamptonema formosum,1,126,n
KU230333,216601,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Antarctic cyanobacterium,1,393,n
KM657209,1208610,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria,1,126,n
KC463192,1352619,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis,1,126,n
JN979956,1165021,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya borchgrevinkii,1,126,n
GU186896,693228,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,unknown family,Jaaginema,Jaaginema subtilissimum,1,126,n
AF278747,154508,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Raphidonema,Raphidonema sempervirens,1,61,n
AF497782,155715,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Koliellaceae,Raphidonema,Raphidonema nivale,1,61,n
Z82775,54301,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece aeruginosa,1,126,n
MG869804,2499666,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,coccoid cyanobacterium,1,393,n
KX284725,1196377,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa americana,1,11,n
NC_031178,1196377,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa americana,2,11,n
NC_025528,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,1,61,n
KM263164,1565459,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Stakelama,Stakelama,1,272,n
KM462865,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,2,61,n
LN555048,156210,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,unknown family,unknown genus,cillatoriales cyanobacterium,1,126,n
ON527048,2944379,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Komvophoron,Komvophoron groenlandicum,1,126,n
MK641509,1196387,Eukaryota,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Kumanoa,Kumanoa mahlacensis,1,11,n
JQ867393,1191077,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium boryanum,1,126,n
EF160013,183216,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,unknown family,unknown genus,Chroococcales cyanobacterium,1,126,n
EF072307,412049,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Family,1,393,n
DQ058889,259951,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece,1,126,n
AF428533,184023,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,soil crust cyanobacterium,1,393,n
AF076164,78655,Bacteria,Cyanobacteriota,unknown class,unknown order,unknown family,unknown genus,Antarctic,1,393,n
DQ026682,332484,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,Crouania elisiae,1,11,n
AJ582391,245179,Eukaryota,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia,Rhopalodia gibba,1,128,n
X65100,3083,Viridiplantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Edaphochlorella,Edaphochlorella mirabilis,3,61,n
MK247131,1603431,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Oculatella,Oculatella,1,126,n
JX494785,1234773,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,1,126,n
MN243147,2599945,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Oculatella,Oculatella crustaeformantes,1,126,n
NR_172620,2855433,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,unknown family,Altericista,Altericista variichlora,1,126,n
MF360795,2014352,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Thermoleptolyngbya,Thermoleptolyngbya,1,126,n
MF527191,183215,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,unknown family,unknown genus,Pleurocapsales cyanobacterium,1,126,n
LC325274,2040611,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Prochlorotrichaceae,Nodosilinea,Nodosilinea,1,126,n
KY706202,215699,Eukaryota,Euglenozoa,Euglenida,Eutreptiales,unknown family,Eutreptiella,Eutreptiella pomquetensis,1,3,n
MF101411,1550622,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,1,11,n
KT438814,1745952,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Trebouxiophyceae,1,61,n
KT438811,1745949,Viridiplantae,Chlorophyta,Trebouxiophyceae,unknown order,unknown family,unknown genus,Trebouxiophyceae,2,61,n
KP688591,1706387,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya timoleontis,1,126,n
NC_035260,1550622,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,2,11,n
NC_025529,173497,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella signiensis,1,61,n
KP640613,1672075,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Pinocchia,Pinocchia polymorpha,1,126,n
LN714001,171245,Viridiplantae,Chlorophyta,unknown class,unknown order,unknown family,unknown genus,Chlorophyta,1,393,n
ON897672,2961730,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptodesmis,Leptodesmis,1,126,n
KM462866,173497,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella signiensis,2,61,n
MZ127485,2833766,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Sirenicapillaria,Sirenicapillaria rigida,1,126,n
AB928020,1491133,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Pseudochlorella,Pseudochlorella,1,61,n
MF039954,1118066,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,SAR cluster,1,653,n
KP770091,1653215,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,unknown genus,Alteromonadaceae,1,653,n
OX044363,332614,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,unknown family,unknown genus,Pseudomonadales,1,653,n
OP278934,2315479,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,SAR clade,1,653,n
MK603743,2026782,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,unknown genus,Porticoccaceae,1,653,n
EU600582,220135,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unknown genus,Pseudomonadaceae,1,653,n
MW413901,216927,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Paralia,Paralia sulcata,1,151,n
MW729336,451786,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,Attheya longicornis,1,151,n
KX138555,307815,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unknown genus,Thalassiosiraceae,1,151,n
MN956530,2850,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum,1,128,n
NC_037989,517775,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis japonica,1,54,n
MG148339,517775,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis japonica,2,54,n
NC_067578,197756,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea pseudostrearia,1,128,n
KT363689,1519565,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera solaris,1,128,n
MZ520767,2770866,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Schizostauron,Schizostauron trachyderma,1,128,n
NC_056789,880757,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera saprophila,1,128,n
NC_026126,1577906,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,Berkeleya fennica,1,128,n
EF446229,115547,Archaea,unknown phylum,unknown class,unknown order,unknown family,unknown genus,archaeon,1,393,n
NC_013710,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,2,37,n
GU002153,1436140,Eukaryota,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,Ulnaria,Ulnaria acus,3,37,n
LN735388,240364,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros neogracilis,1,151,n
NC_067954,1003062,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,2,54,n
KM108647,1552982,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,unknown genus,Ditylum,1,54,n
FJ002220,913975,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,Fistulifera pelliculosa,1,128,n
MW845776,163503,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,1,151,n
MW845775,426630,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros costatus,1,151,n
MH113811,303400,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea,1,128,n
NC_014287,400756,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Kryptoperidiniaceae,Durinskia,Durinskia baltica,1,7,n
NC_067951,374047,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,Helicotheca tamesis,2,54,n
KU382423,1778489,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,unknown family,unknown genus,Pelagibacterales,1,272,n
KP988926,219660,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,unknown family,unknown genus,Rickettsiales,1,272,n
KC545742,749697,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,candidate division marine group,1,393,n
OL629104,1130726,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Defluviimonas,Defluviimonas aestuarii,1,272,n
MT278116,1898957,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter,1,272,n
MK972441,2652247,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter serpentinus,1,272,n
MK425684,1452508,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Caldimonas caldifontis,1,412,n
MH778538,2306023,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter lutimaris,1,272,n
MG804768,204728,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,Rhodobacter,1,272,n
MG597032,296830,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,unknown family,unknown genus,Rhodospirillales,1,272,n
KU573787,156588,Bacteria,Verrucomicrobiota,unknown class,unknown order,unknown family,unknown genus,Verrucomicrobiota,1,393,n
KM220014,933059,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquatilis,1,272,n
MW553387,642250,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter fontiphilus,1,272,n
NR_114265,490185,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,Gemmobacter aquaticus,1,272,n
AB702473,171953,Bacteria,Acidobacteriota,unknown class,unknown order,unknown family,unknown genus,Acidobacteriota,1,393,n
GU474881,710732,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,Acidobacteriales,1,10,n
EU360982,190530,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,riglobales,1,10,n
EU360981,190530,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,riglobales,2,10,n
HQ675484,939177,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,1,10,n
EU919058,114706,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,2,10,n
KR086443,114706,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium,Acidobacterium,3,10,n
AF313495,142794,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,unknown family,unknown genus,bacterium NWCu,1,10,n
JX530887,194844,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unknown genus,Acidobacteriaceae,1,10,n
GQ163746,742052,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,sponge,1,393,n
OK235975,2004799,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,1,2,n
JQ278792,133144,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium gp,1,393,n
FQ738856,32644,unknown kingdom,unknown phylum,unknown class,unknown order,unknown family,unknown genus,unidentified,1,393,n
EF651405,344338,Bacteria,Bacillota,unknown class,unknown order,unknown family,unknown genus,Firmicutes,1,393,n
KC492886,152507,Bacteria,Actinomycetota,Actinomycetes,unknown order,unknown family,unknown genus,Actinomycetes,1,13,n
OK235740,2004799,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea,2,2,n
MF997424,2133758,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora calidilacuna,1,128,n
MW861541,2914906,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma mgcode,1,128,n
JX527239,1233490,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Balneatrichaceae,Balneatrix,Balneatrix,1,653,n
DQ906762,219048,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Antarctic sea ice,1,393,n
HE963017,1210972,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterium symbiont,1,393,n
AM402959,404293,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,bacterial endosymbiont,1,393,n
KP988856,165436,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unknown genus,Flavobacteriaceae,1,1,n
FJ002242,555756,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Leyanella,Leyanella arenaria,1,54,n
FJ002223,2856,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,1,128,n
AJ536452,3003,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,Bacillaria paxillifer,1,128,n
