verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Symphurus atramentatus,Symphurus atramentatus,accepted,Symphurus atramentatus,NA,species,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,TRUE,FALSE,FALSE,274233,274233,NA,NA,California Current
Myrophis vafer,Myrophis vafer,accepted,Myrophis vafer,NA,species,Actinopteri,Anguilliformes,Ophichthidae,Myrophis,TRUE,FALSE,FALSE,275496,275496,125489,319944,California Current
Enneanectes carminalis,Enneanectes carminalis,accepted,Enneanectes carminalis,NA,species,Actinopteri,Blenniiformes,Tripterygiidae,Enneanectes,TRUE,FALSE,FALSE,280680,280680,374796,879482,California Current
Zalieutes elater,Zalieutes elater,accepted,Zalieutes elater,NA,species,Actinopteri,Lophiiformes,Ogcocephalidae,Zalieutes,TRUE,FALSE,FALSE,283203,283203,299705,412627,California Current
Careproctus kamikawai,Careproctus kamikawai,accepted,Careproctus kamikawai,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,834998,834998,NA,NA,California Current
Cetostoma regani,Cetostoma regani,accepted,Cetostoma regani,NA,species,Actinopteri,Beryciformes,Cetomimidae,Cetostoma,TRUE,FALSE,FALSE,126406,126406,28697,88671,California Current
Taaningichthys paurolychnus,Taaningichthys paurolychnus,accepted,Taaningichthys paurolychnus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126633,126633,759825,2420062,California Current
Poromitra megalops,Poromitra megalops,accepted,Poromitra megalops,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127274,127274,70968,473329,California Current
Gnathanodon speciosus,Gnathanodon speciosus,accepted,Gnathanodon speciosus,NA,species,Actinopteri,Carangiformes,Carangidae,Gnathanodon,TRUE,FALSE,FALSE,218429,218429,11523,326724,California Current
Cheilopogon spilonotopterus,Cheilopogon spilonotopterus,accepted,Cheilopogon spilonotopterus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,272163,272163,203090,293914,California Current
Caranx caninus,Caranx caninus,accepted,Caranx caninus,NA,species,Actinopteri,Carangiformes,Carangidae,Caranx,TRUE,TRUE,FALSE,273272,273272,11566,173306,California Current
Gobiesox papillifer,Gobiesox papillifer,accepted,Gobiesox papillifer,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275676,275676,NA,NA,California Current
Coryphopterus urospilus,Coryphopterus urospilus,accepted,Coryphopterus urospilus,NA,species,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,TRUE,FALSE,FALSE,276435,276435,89812,151720,California Current
Esselenichthys carli,Esselenichthys carli,accepted,Esselenichthys carli,NA,species,Actinopteri,Perciformes,Stichaeidae,Esselenichthys,TRUE,FALSE,FALSE,280718,280718,125546,320406,California Current
Paracaristius nudarcus,Paracaristius nudarcus,accepted,Paracaristius nudarcus,NA,species,Actinopteri,Scombriformes,Caristiidae,Paracaristius,TRUE,FALSE,FALSE,712726,712726,783583,NA,California Current
Cheilopogon pinnatibarbatus,Cheilopogon pinnatibarbatus,accepted,Cheilopogon pinnatibarbatus,NA,species,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,TRUE,FALSE,FALSE,126383,126383,NA,307590,California Current
Maulisia mauli,Maulisia mauli,accepted,Maulisia mauli,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126742,126742,70926,443640,California Current
Auxis thazard,Auxis thazard,accepted,Auxis thazard,NA,species,Actinopteri,Scombriformes,Scombridae,Auxis,TRUE,FALSE,FALSE,127016,127016,15044,13353,California Current
Oxyporhamphus micropterus,Oxyporhamphus micropterus,accepted,Oxyporhamphus micropterus,NA,species,Actinopteri,Beloniformes,Hemiramphidae,Oxyporhamphus,TRUE,FALSE,FALSE,217871,217871,10606,293902,California Current
Lampanyctus parvicauda,Lampanyctus parvicauda,accepted,Lampanyctus parvicauda,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,272715,272715,125621,1519981,California Current
Melamphaes laeviceps,Melamphaes laeviceps,accepted,Melamphaes laeviceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274930,274930,NA,NA,California Current
Poromitra oscitans,Poromitra oscitans,accepted,Poromitra oscitans,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,274939,274939,30366,143334,California Current
Sphoeroides lispus,Sphoeroides lispus,accepted,Sphoeroides lispus,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,FALSE,FALSE,275278,275278,665950,1329245,California Current
Anchoa exigua,Anchoa exigua,accepted,Anchoa exigua,NA,species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,FALSE,FALSE,275517,275517,NA,NA,California Current
Haemulon flaviguttatum,Haemulon flaviguttatum,accepted,Haemulon flaviguttatum,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,TRUE,FALSE,FALSE,275726,275726,59260,555489,California Current
Anoplagonus inermis,Anoplagonus inermis,accepted,Anoplagonus inermis,NA,species,Actinopteri,Perciformes,Agonidae,Anoplagonus,TRUE,FALSE,FALSE,279630,279630,393344,1154603,California Current
Clupea pallasii pallasii,Clupea pallasii,unaccepted,Clupea pallasii,Clupea pallasii pallasii,subspecies,Actinopteri,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,TRUE,151159,293568,NA,476916,California Current
Hippocampus ingens,Hippocampus ingens,accepted,Hippocampus ingens,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,TRUE,FALSE,FALSE,275197,275197,66241,109285,California Current
Caulophryne jordani,Caulophryne jordani,accepted,Caulophryne jordani,NA,species,Actinopteri,Lophiiformes,Caulophrynidae,Caulophryne,TRUE,FALSE,FALSE,126534,126534,747350,717990,California Current
