region,gbifIDs,approximate_match,number_matches,kingdom,phylum,class,order,family,genus,species
Southern California Bight,2392219,FALSE,1,Animalia,Chordata,NA,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus
California Current,2392219,FALSE,1,Animalia,Chordata,NA,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus
"Oregon, Washington, Vancouver Coast and Shelf",2392219,FALSE,1,Animalia,Chordata,NA,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus
Puget Trough/Georgia Basin,2392219,FALSE,1,Animalia,Chordata,NA,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus
Southern California Bight,2413973,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa argentivittata
California Current,2413973,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa argentivittata
California Current,2413942,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa compressa
Southern California Bight,2413942,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa compressa
Southern California Bight,2413927,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa curta
California Current,2413927,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa curta
Southern California Bight,2413880,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa delicatissima
California Current,2413880,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa delicatissima
Southern California Bight,2413981,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa exigua
California Current,2413981,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa exigua
California Current,2413861,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa ischana
California Current,2413964,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa lucida
Southern California Bight,2413970,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa mundeoloides
California Current,2413957,FALSE,1,Animalia,Chordata,NA,Clupeiformes,Engraulidae,Anchoa,Anchoa nasus
California Current,5212973,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla
Northern California,5212973,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla
California Current,5212956,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata
Northern California,5212956,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Anguillidae,Anguilla,Anguilla rostrata
Gulf of Alaska,2394767,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius
North American Pacific Fijordland,2394767,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius
Subarctic Pacific,2394767,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius
Aleutian Islands,2394767,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anisarchus,Anisarchus medius
Southern California Bight,2382611,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Anisotremus,Anisotremus davidsonii
California Current,2382611,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Anisotremus,Anisotremus davidsonii
Northern California,2382611,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Anisotremus,Anisotremus davidsonii
California Current,2382602,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Anisotremus,Anisotremus interruptus
Southern California Bight,2382608,FALSE,1,Animalia,Chordata,NA,Perciformes,Haemulidae,Anisotremus,Anisotremus scapularis
Subarctic Pacific,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
North American Pacific Fijordland,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
Gulf of Alaska,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
Aleutian Islands,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
Northern California,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
Puget Trough/Georgia Basin,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
California Current,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
"Oregon, Washington, Vancouver Coast and Shelf",2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
North Pacific Transitional,2337170,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Agonidae,Anoplagonus,Anoplagonus inermis
Gulf of Alaska,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
Aleutian Islands,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
Northern California,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
"Oregon, Washington, Vancouver Coast and Shelf",2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
Subarctic Pacific,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
California Current,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
Puget Trough/Georgia Basin,2394916,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis
"Oregon, Washington, Vancouver Coast and Shelf",2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Puget Trough/Georgia Basin,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Subarctic Pacific,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Southern California Bight,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
North American Pacific Fijordland,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
California Current,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Aleutian Islands,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Gulf of Alaska,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
Northern California,2394914,FALSE,1,Animalia,Chordata,NA,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus purpurescens
North Central Pacific Gyre,2356710,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster brachycera
North Pacific Transitional,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
"Oregon, Washington, Vancouver Coast and Shelf",2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
Gulf of Alaska,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
Subarctic Pacific,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
California Current,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
North Central Pacific Gyre,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
Southern California Bight,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
Northern California,2356711,FALSE,1,Animalia,Chordata,NA,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta
Aleutian Islands,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Gulf of Alaska,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
North American Pacific Fijordland,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
North Pacific Transitional,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Northern California,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
"Oregon, Washington, Vancouver Coast and Shelf",2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Subarctic Pacific,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Puget Trough/Georgia Basin,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
California Current,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
Southern California Bight,2335062,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria
"Oregon, Washington, Vancouver Coast and Shelf",2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
Northern California,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
Aleutian Islands,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
North American Pacific Fijordland,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
Subarctic Pacific,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
California Current,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
Gulf of Alaska,2401112,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus nikparini
Gulf of Alaska,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
"Oregon, Washington, Vancouver Coast and Shelf",2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
Southern California Bight,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
Northern California,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
Subarctic Pacific,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
North Central Pacific Gyre,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
Aleutian Islands,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
California Current,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
North Pacific Transitional,2401111,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus pharao
North Central Pacific Gyre,5214795,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Antennariidae,Antennarius,Antennarius striatus
North Central Pacific Gyre,7193714,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Antennariidae,Antennatus,Antennatus coccineus
North Central Pacific Gyre,7193715,FALSE,1,Animalia,Chordata,NA,Lophiiformes,Antennariidae,Antennatus,Antennatus nummifer
North Central Pacific Gyre,2389693,FALSE,1,Animalia,Chordata,NA,Perciformes,Caproidae,Antigonia,Antigonia capros
North Central Pacific Gyre,2389701,FALSE,1,Animalia,Chordata,NA,Perciformes,Caproidae,Antigonia,Antigonia eos
Puget Trough/Georgia Basin,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
Aleutian Islands,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
"Oregon, Washington, Vancouver Coast and Shelf",2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
Gulf of Alaska,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
North American Pacific Fijordland,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
Southern California Bight,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
North Central Pacific Gyre,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
California Current,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
Subarctic Pacific,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
Northern California,2417122,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora microlepis
California Current,2417115,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora rostrata
Northern California,2417115,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora rostrata
Southern California Bight,2417115,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora rostrata
"Oregon, Washington, Vancouver Coast and Shelf",2417115,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora rostrata
North Pacific Transitional,2417115,FALSE,1,Animalia,Chordata,NA,Gadiformes,Moridae,Antimora,Antimora rostrata
Subarctic Pacific,2389390,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus arigato
Gulf of Alaska,2389390,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus arigato
"Oregon, Washington, Vancouver Coast and Shelf",2389390,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus arigato
Northern California,2389390,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus arigato
California Current,2389390,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus arigato
Northern California,2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
"Oregon, Washington, Vancouver Coast and Shelf",2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
Subarctic Pacific,2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
Gulf of Alaska,2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
California Current,2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
North Central Pacific Gyre,2389391,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus carbo
Northern California,2389389,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus intermedius
North Central Pacific Gyre,2389389,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus intermedius
California Current,2389389,FALSE,1,Animalia,Chordata,NA,Perciformes,Trichiuridae,Aphanopus,Aphanopus intermedius
North Central Pacific Gyre,5209911,FALSE,1,Animalia,Chordata,NA,Perciformes,Lutjanidae,Aphareus,Aphareus furca
Puget Trough/Georgia Basin,5209907,FALSE,1,Animalia,Chordata,NA,Perciformes,Lutjanidae,Aphareus,Aphareus rutilans
North Central Pacific Gyre,5209907,FALSE,1,Animalia,Chordata,NA,Perciformes,Lutjanidae,Aphareus,Aphareus rutilans
North Central Pacific Gyre,2345518,FALSE,1,Animalia,Chordata,NA,Ophidiiformes,Aphyonidae,Aphyonus,Aphyonus gelatinosus
North Central Pacific Gyre,5201409,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Apistidae,Apistus,Apistus carinatus
Southern California Bight,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
Subarctic Pacific,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
Puget Trough/Georgia Basin,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
Gulf of Alaska,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
"Oregon, Washington, Vancouver Coast and Shelf",2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
California Current,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
North American Pacific Fijordland,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
Northern California,2390392,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys flavidus
Northern California,2390390,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum
"Oregon, Washington, Vancouver Coast and Shelf",2390390,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum
Southern California Bight,2390390,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum
Puget Trough/Georgia Basin,2390390,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum
California Current,2390390,FALSE,1,Animalia,Chordata,NA,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum
North Central Pacific Gyre,5211572,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon atricaudus
North Central Pacific Gyre,5211725,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon crassiceps
North Central Pacific Gyre,5211640,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon erythrinus
California Current,5211769,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon guadalupensis
Southern California Bight,5211769,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon guadalupensis
California Current,5211804,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon pacificus
Southern California Bight,5211804,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon pacificus
California Current,5211603,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon retrosella
Southern California Bight,5211603,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogon,Apogon retrosella
North Central Pacific Gyre,2396941,FALSE,1,Animalia,Chordata,NA,Perciformes,Apogonidae,Apogonichthys,Apogonichthys perdix
North Central Pacific Gyre,2396442,FALSE,1,Animalia,Chordata,NA,Perciformes,Pomacanthidae,Apolemichthys,Apolemichthys arcuatus
North Central Pacific Gyre,2385226,FALSE,1,Animalia,Chordata,NA,Perciformes,Lutjanidae,Aprion,Aprion virescens
North Central Pacific Gyre,2405285,FALSE,1,Animalia,Chordata,NA,Anguilliformes,Ophichthidae,Apterichtus,Apterichtus flavicaudus
Aleutian Islands,2333917,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Archistes,Archistes biseriatus
Subarctic Pacific,2333917,FALSE,1,Animalia,Chordata,NA,Scorpaeniformes,Cottidae,Archistes,Archistes biseriatus
California Current,2411344,FALSE,1,Animalia,Chordata,NA,Gobiesociformes,Gobiesocidae,Arcos,Arcos erythrops
Southern California Bight,2411344,FALSE,1,Animalia,Chordata,NA,Gobiesociformes,Gobiesocidae,Arcos,Arcos erythrops
Subarctic Pacific,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
Gulf of Alaska,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
Southern California Bight,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
North Pacific Transitional,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
North American Pacific Fijordland,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
Northern California,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
North Central Pacific Gyre,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
Aleutian Islands,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
"Oregon, Washington, Vancouver Coast and Shelf",2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
California Current,2401551,FALSE,1,Animalia,Chordata,NA,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
"Oregon, Washington, Vancouver Coast and Shelf",5214451,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Argentinidae,Argentina,Argentina sialis
California Current,5214451,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Argentinidae,Argentina,Argentina sialis
Northern California,5214451,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Argentinidae,Argentina,Argentina sialis
Southern California Bight,5214451,FALSE,1,Animalia,Chordata,NA,Osmeriformes,Argentinidae,Argentina,Argentina sialis
North Central Pacific Gyre,2347614,FALSE,1,Animalia,Chordata,NA,Stomiiformes,Sternoptychidae,Argyripnus,Argyripnus brocki
