scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Paelopatides,123466,Genus,Animalia,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Paelopatides,NA,California Current
Doryteuthis (Amerigo) opalescens,410353,Species,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis (Amerigo) opalescens,California Current
Phalaropus lobatus,137169,Species,Animalia,Chordata,Aves,Charadriiformes,Phalaropodidae,Phalaropus,Phalaropus lobatus,California Current
Icichthys lockingtoni,279354,Species,Animalia,Chordata,Actinopteri,Scombriformes,Centrolophidae,Icichthys,Icichthys lockingtoni,California Current
Siphonophorae,1371,Order,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,NA,California Current
Engraulis mordax,272286,Species,Animalia,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,California Current
Cnidaria,1267,Phylum,Animalia,Cnidaria,NA,NA,NA,NA,NA,California Current
Hydrolagus colliei,271406,Species,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,California Current
Phalacrocorax penicillatus,343951,Species,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax penicillatus,California Current
Holothuroidea,123083,Class,Animalia,Echinodermata,Holothuroidea,NA,NA,NA,NA,California Current
Gadus macrocephalus,254538,Species,Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,California Current
Scorpaenichthys marmoratus,282726,Species,Animalia,Chordata,Actinopteri,Perciformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,California Current
Zoarcidae,125575,Family,Animalia,Chordata,Actinopteri,Perciformes,Zoarcidae,NA,NA,California Current
Neogloboquadrina pachyderma,113458,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina pachyderma,California Current
Corallium,125325,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Corallium,NA,California Current
Silvetia compressa,374120,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Silvetia,Silvetia compressa,California Current
Sagmatias obliquidens,1571909,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Sagmatias,Sagmatias obliquidens,California Current
Swiftia torreyi,1036552,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Plexauridae,Swiftia,Swiftia torreyi,California Current
Cercozoa,562852,Phylum,Chromista,Cercozoa,NA,NA,NA,NA,NA,California Current
Eugorgia rubens,289935,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Eugorgia,Eugorgia rubens,California Current
Ophiuroidea,123084,Class,Animalia,Echinodermata,Ophiuroidea,NA,NA,NA,NA,California Current
Rhabdocalyptus dawsoni,574368,Species,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Rhabdocalyptus,Rhabdocalyptus dawsoni,California Current
Strongylocentrotus fragilis,569742,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus fragilis,California Current
Polychaeta,883,Class,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,California Current
Oceanodroma furcata,343962,Species,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Oceanodroma furcata,California Current
Turbininae,225151,Subfamily,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,NA,NA,California Current
Globigerina bulloides,113434,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerina,Globigerina bulloides,California Current
Brisingidae,123119,Family,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,NA,NA,California Current
Cladophora columbiana,371784,Species,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora columbiana,California Current
Chromis punctipinnis,273751,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,Chromis punctipinnis,California Current
Euphausia,110673,Genus,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,NA,California Current
Parastenella ramosa,290684,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Parastenella,Parastenella ramosa,California Current
Euryarchaeota,416226,Phylum,Archaea,Euryarchaeota,NA,NA,NA,NA,NA,California Current
Lipolagus ochotensis,281374,Species,Animalia,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,Lipolagus ochotensis,California Current
Hyalonema,132096,Genus,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,NA,California Current
Sulfurovum,393925,Genus,Bacteria,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria incertae sedis,NA,Sulfurovum,NA,California Current
Hypsurus caryi,240717,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Hypsurus,Hypsurus caryi,California Current
Chlorophyta,801,Phylum (Division),Plantae,Chlorophyta,NA,NA,NA,NA,NA,California Current
Sergestidae,106731,Family,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,NA,NA,California Current
Oncorhynchus gorbuscha,127182,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,California Current
Katharina tunicata,386338,Species,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,California Current
Acidobacteria,571177,Class,Bacteria,Acidobacteria,Acidobacteria,NA,NA,NA,NA,California Current
Euphausiidae,110671,Family,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,California Current
Scotoplanes,123520,Genus,Animalia,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,Scotoplanes,NA,California Current
Larus heermanni,343913,Species,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus heermanni,California Current
Sebastes saxicola,274848,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes saxicola,California Current
Teuthida,11716,Order,Animalia,Mollusca,Cephalopoda,Teuthida,NA,NA,NA,California Current
Tursiops truncatus,137111,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops truncatus,California Current
Resania,492535,Genus,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Resania,NA,California Current
Gigartinaceae,143733,Family,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,NA,NA,California Current
Stylaster,117246,Genus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,NA,California Current
Delphinus,137015,Genus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Delphinus,NA,California Current
Demospongiae,164811,Class,Animalia,Porifera,Demospongiae,NA,NA,NA,NA,California Current
Myxococcales,392755,Order,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA,California Current
Osteichthyes,152352,Parvphylum,Animalia,Chordata,NA,NA,NA,NA,NA,California Current
Euplectellidae,131692,Family,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,NA,NA,California Current
Farrea truncata,747394,Species,Animalia,Porifera,Hexactinellida,Sceptrulophora,Farreidae,Farrea,Farrea truncata,California Current
Dinophysis,109462,Genus,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,California Current
Sebastes paucispinis,274833,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes paucispinis,California Current
Octopoda,11718,Order,Animalia,Mollusca,Cephalopoda,Octopoda,NA,NA,NA,California Current
Protomyctophum crockeri,272731,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum crockeri,California Current
Chionoecetes tanneri,442165,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes tanneri,California Current
Benthocodon,174738,Genus,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Benthocodon,NA,California Current
Lampanyctus ritteri,301548,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus ritteri,California Current
Pollicipes polymerus,535329,Species,Animalia,Arthropoda,Thecostraca,Pollicipedomorpha,Pollicipedidae,Pollicipes,Pollicipes polymerus,California Current
Archaea,8,Kingdom,Archaea,NA,NA,NA,NA,NA,NA,California Current
Sebastes wilsoni,274868,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes wilsoni,California Current
Megathura crenulata,527885,Species,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,Megathura crenulata,California Current
Beroe,1434803,Genus,Animalia,Ctenophora,Nuda,Beroida,Beroidae,Beroe,NA,California Current
Sebastes goodei,274798,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes goodei,California Current
Beringraja rhina,1461133,Species,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Beringraja,Beringraja rhina,California Current
Balaenoptera,137013,Genus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,NA,California Current
Sulfurimonas,393613,Genus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,NA,California Current
Gonatus,138036,Genus,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,NA,California Current
Protoperidinium,109553,Genus,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,NA,California Current
Sebastes entomelas,274791,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes entomelas,California Current
Apolemia,135393,Genus,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,NA,California Current
Lissodelphis borealis,254975,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,Lissodelphis borealis,California Current
Melanitta perspicillata,159095,Species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,Melanitta perspicillata,California Current
Pterodroma cookii,225943,Species,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma cookii,California Current
Turborotalita quinqueloba,113462,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Turborotalita,Turborotalita quinqueloba,California Current
Iophon piceum pacificum,167416,Subspecies,Animalia,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Iophon,Iophon piceum,California Current
Pseudo-nitzschia seriata,149152,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia seriata,California Current
Echinoidea,123082,Class,Animalia,Echinodermata,Echinoidea,NA,NA,NA,NA,California Current
Paragorgia arborea,125418,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Paragorgia,Paragorgia arborea,California Current
Ensiculifera imariensis,233834,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Ensiculifera,Ensiculifera imariensis,California Current
Copepoda,1080,Class,Animalia,Arthropoda,Copepoda,NA,NA,NA,NA,California Current
Psolus squamatus,124713,Species,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Psolus,Psolus squamatus,California Current
Alexandrium,109470,Genus,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,NA,California Current
Crassadoma gigantea,240774,Species,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,California Current
Bathypathes,103304,Genus,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,NA,California Current
Pisaster brevispinus,240757,Species,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster brevispinus,California Current
Tactostoma macropus,282922,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Tactostoma,Tactostoma macropus,California Current
Rhodobacteraceae,393084,Family,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,California Current
Desmophyllum pertusum,1245747,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum pertusum,California Current
Bathylagidae,125509,Family,Animalia,Chordata,Actinopteri,Argentiniformes,Bathylagidae,NA,NA,California Current
Cyclothone signata,154831,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone signata,California Current
Parophrys vetulus,254393,Species,Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,California Current
Syndiniales,146213,Order,Chromista,Myzozoa,Dinophyceae,Syndiniales,NA,NA,NA,California Current
Desmophyllum dianthus,135159,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum,Desmophyllum dianthus,California Current
Cerianthidae,100684,Family,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,NA,NA,California Current
Arcobacter,570987,Genus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,NA,California Current
Ptilosarcus gurneyi,290947,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Pennatulidae,Ptilosarcus,Ptilosarcus gurneyi,California Current
Caryophylliidae,135073,Family,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,NA,NA,California Current
Sabellariidae,979,Family,Animalia,Annelida,Polychaeta,NA,Sabellariidae,NA,NA,California Current
Sebastes caurinus,274780,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes caurinus,California Current
Globigerinita glutinata,113464,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,Globigerinita glutinata,California Current
Mysida,149668,Order,Animalia,Arthropoda,Malacostraca,Mysida,NA,NA,NA,California Current
Lycodes,126104,Genus,Animalia,Chordata,Actinopteri,Perciformes,Zoarcidae,Lycodes,NA,California Current
Gasterosteus aculeatus,126505,Species,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,California Current
Squalus acanthias,105923,Species,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,California Current
Isidella tentaculum,582522,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Isidella,Isidella tentaculum,California Current
Sebastes ruberrimus,274844,Species,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes ruberrimus,California Current
Prorocentrum,109566,Genus,Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA,California Current
Cladorhiza,131895,Genus,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,NA,California Current
Callogorgia kinoshitai,1055877,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Callogorgia,Callogorgia kinoshitai,California Current
Orcinus orca,137102,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,Orcinus orca,California Current
Virgulariidae,128488,Family,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,NA,NA,California Current
Oncorhynchus keta,127183,Species,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,California Current
Kelletia kelletii,491054,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Austrosiphonidae,Kelletia,Kelletia kelletii,California Current
Chrysaora,135261,Genus,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,NA,California Current
Kophobelemnon,128492,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Kophobelemnidae,Kophobelemnon,NA,California Current
Actinobacteria,559510,Class,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA,California Current
Salpidae,137217,Family,Animalia,Chordata,Thaliacea,Salpida,Salpidae,NA,NA,California Current
Oceanodroma melania,343967,Species,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Oceanodroma melania,California Current
Loxorhynchus,390853,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Loxorhynchus,NA,California Current
Sterna,137047,Genus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,NA,California Current
Xema sabini,137167,Species,Animalia,Chordata,Aves,Charadriiformes,Laridae,Xema,Xema sabini,California Current
Vesicomyidae,23140,Family,Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,NA,NA,California Current
Stylatula,128502,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,NA,California Current
Puffinus opisthomelas,343988,Species,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus opisthomelas,California Current
Metridium farcimen,283704,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium farcimen,California Current
Bacteroidetes,559844,Phylum,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA,California Current
Girella nigricans,280865,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Girella,Girella nigricans,California Current
Chromista,7,Kingdom,Chromista,NA,NA,NA,NA,NA,NA,California Current
Phoca vitulina,137084,Species,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,California Current
Delphinidae,136980,Family,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,NA,NA,California Current
Pentametrocrinus paucispinulus,472848,Species,Animalia,Echinodermata,Crinoidea,Comatulida,Pentametrocrinidae,Pentametrocrinus,Pentametrocrinus paucispinulus,California Current
Poralia rufescens,135310,Species,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Poralia,Poralia rufescens,California Current
Protoptilum,128498,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Protoptilum,NA,California Current
Rhacochilus toxotes,282575,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Rhacochilus,Rhacochilus toxotes,California Current
Protoperidiniaceae,109435,Family,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,NA,NA,California Current
Hyalascus farallonesensis,1296926,Species,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Hyalascus,Hyalascus farallonesensis,California Current
Stercorarius,137051,Genus,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,NA,California Current
Gymnodiniaceae,109410,Family,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,NA,NA,California Current
Sardinops sagax,217452,Species,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,California Current
